model,pretrained,task_type,benchmark,result_file,timestamp,status
convnext_xxlarge,laion2b_s34b_b82k_augreg_rewind,zeroshot_retrieval,mscoco_captions,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_rewind,zeroshot_retrieval,mscoco_captions2017,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_rewind,zeroshot_retrieval,flickr30k,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_rewind,zeroshot_retrieval,flickr8k,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_classification,caltech101,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_classification,cars,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_classification,cifar10,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_classification,cifar100,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_classification,country211,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_classification,dtd,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_classification,eurosat,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_classification,fer2013,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_classification,fgvc_aircraft,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_classification,flowers,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_classification,food101,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_classification,gtsrb,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_classification,imagenet-a,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_classification,imagenet-r,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_classification,imagenet1k,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_classification,imagenet_sketch,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_classification,imagenetv2,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_classification,mnist,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_classification,objectnet,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_classification,pcam,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_classification,pets,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_classification,renderedsst2,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_classification,resisc45,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_classification,stl10,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_classification,sun397,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_classification,voc2007,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_classification,voc2007_multilabel,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_classification,vtab/caltech101,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_classification,vtab/cifar10,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_classification,vtab/cifar100,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_classification,vtab/clevr_closest_object_distance,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_classification,vtab/clevr_count_all,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_classification,vtab/diabetic_retinopathy,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_classification,vtab/dmlab,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_classification,vtab/dsprites_label_orientation,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_classification,vtab/dsprites_label_x_position,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_classification,vtab/dtd,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_classification,vtab/eurosat,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_classification,vtab/flowers,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_classification,vtab/kitti_closest_vehicle_distance,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_classification,vtab/pcam,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_classification,vtab/pets,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_classification,vtab/resisc45,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_classification,vtab/smallnorb_label_azimuth,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_classification,vtab/smallnorb_label_elevation,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_classification,vtab/svhn,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_retrieval,mscoco_captions,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_retrieval,mscoco_captions2017,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_retrieval,flickr30k,"","",pending
convnext_xxlarge,laion2b_s34b_b82k_augreg_soup,zeroshot_retrieval,flickr8k,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_classification,caltech101,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_classification,cars,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_classification,cifar10,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_classification,cifar100,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_classification,country211,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_classification,dtd,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_classification,eurosat,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_classification,fer2013,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_classification,fgvc_aircraft,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_classification,flowers,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_classification,food101,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_classification,gtsrb,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_classification,imagenet-a,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_classification,imagenet-r,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_classification,imagenet1k,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_classification,imagenet_sketch,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_classification,imagenetv2,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_classification,mnist,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_classification,objectnet,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_classification,pcam,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_classification,pets,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_classification,renderedsst2,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_classification,resisc45,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_classification,stl10,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_classification,sun397,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_classification,voc2007,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_classification,voc2007_multilabel,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_classification,vtab/caltech101,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_classification,vtab/cifar10,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_classification,vtab/cifar100,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_classification,vtab/clevr_closest_object_distance,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_classification,vtab/clevr_count_all,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_classification,vtab/diabetic_retinopathy,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_classification,vtab/dmlab,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_classification,vtab/dsprites_label_orientation,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_classification,vtab/dsprites_label_x_position,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_classification,vtab/dtd,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_classification,vtab/eurosat,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_classification,vtab/flowers,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_classification,vtab/kitti_closest_vehicle_distance,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_classification,vtab/pcam,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_classification,vtab/pets,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_classification,vtab/resisc45,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_classification,vtab/smallnorb_label_azimuth,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_classification,vtab/smallnorb_label_elevation,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_classification,vtab/svhn,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_retrieval,mscoco_captions,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_retrieval,mscoco_captions2017,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_retrieval,flickr30k,"","",pending
coca_ViT-B-32,laion2b_s13b_b90k,zeroshot_retrieval,flickr8k,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,caltech101,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,cars,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,cifar10,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,cifar100,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,country211,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,dtd,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,eurosat,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,fer2013,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,fgvc_aircraft,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,flowers,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,food101,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,gtsrb,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,imagenet-a,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,imagenet-r,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,imagenet1k,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,imagenet_sketch,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,imagenetv2,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,mnist,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,objectnet,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,pcam,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,pets,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,renderedsst2,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,resisc45,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,stl10,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,sun397,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,voc2007,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,voc2007_multilabel,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,vtab/caltech101,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,vtab/cifar10,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,vtab/cifar100,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,vtab/clevr_closest_object_distance,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,vtab/clevr_count_all,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,vtab/diabetic_retinopathy,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,vtab/dmlab,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,vtab/dsprites_label_orientation,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,vtab/dsprites_label_x_position,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,vtab/dtd,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,vtab/eurosat,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,vtab/flowers,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,vtab/kitti_closest_vehicle_distance,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,vtab/pcam,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,vtab/pets,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,vtab/resisc45,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,vtab/smallnorb_label_azimuth,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,vtab/smallnorb_label_elevation,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,vtab/svhn,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_retrieval,mscoco_captions,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_retrieval,mscoco_captions2017,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_retrieval,flickr30k,"","",pending
coca_ViT-B-32,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_retrieval,flickr8k,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_classification,caltech101,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_classification,cars,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_classification,cifar10,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_classification,cifar100,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_classification,country211,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_classification,dtd,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_classification,eurosat,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_classification,fer2013,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_classification,fgvc_aircraft,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_classification,flowers,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_classification,food101,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_classification,gtsrb,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_classification,imagenet-a,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_classification,imagenet-r,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_classification,imagenet1k,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_classification,imagenet_sketch,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_classification,imagenetv2,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_classification,mnist,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_classification,objectnet,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_classification,pcam,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_classification,pets,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_classification,renderedsst2,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_classification,resisc45,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_classification,stl10,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_classification,sun397,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_classification,voc2007,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_classification,voc2007_multilabel,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_classification,vtab/caltech101,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_classification,vtab/cifar10,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_classification,vtab/cifar100,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_classification,vtab/clevr_closest_object_distance,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_classification,vtab/clevr_count_all,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_classification,vtab/diabetic_retinopathy,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_classification,vtab/dmlab,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_classification,vtab/dsprites_label_orientation,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_classification,vtab/dsprites_label_x_position,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_classification,vtab/dtd,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_classification,vtab/eurosat,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_classification,vtab/flowers,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_classification,vtab/kitti_closest_vehicle_distance,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_classification,vtab/pcam,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_classification,vtab/pets,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_classification,vtab/resisc45,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_classification,vtab/smallnorb_label_azimuth,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_classification,vtab/smallnorb_label_elevation,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_classification,vtab/svhn,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_retrieval,mscoco_captions,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_retrieval,mscoco_captions2017,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_retrieval,flickr30k,"","",pending
coca_ViT-L-14,laion2b_s13b_b90k,zeroshot_retrieval,flickr8k,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,caltech101,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,cars,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,cifar10,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,cifar100,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,country211,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,dtd,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,eurosat,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,fer2013,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,fgvc_aircraft,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,flowers,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,food101,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,gtsrb,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,imagenet-a,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,imagenet-r,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,imagenet1k,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,imagenet_sketch,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,imagenetv2,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,mnist,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,objectnet,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,pcam,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,pets,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,renderedsst2,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,resisc45,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,stl10,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,sun397,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,voc2007,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,voc2007_multilabel,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,vtab/caltech101,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,vtab/cifar10,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,vtab/cifar100,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,vtab/clevr_closest_object_distance,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,vtab/clevr_count_all,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,vtab/diabetic_retinopathy,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,vtab/dmlab,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,vtab/dsprites_label_orientation,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,vtab/dsprites_label_x_position,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,vtab/dtd,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,vtab/eurosat,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,vtab/flowers,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,vtab/kitti_closest_vehicle_distance,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,vtab/pcam,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,vtab/pets,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,vtab/resisc45,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,vtab/smallnorb_label_azimuth,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,vtab/smallnorb_label_elevation,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_classification,vtab/svhn,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_retrieval,mscoco_captions,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_retrieval,mscoco_captions2017,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_retrieval,flickr30k,"","",pending
coca_ViT-L-14,mscoco_finetuned_laion2b_s13b_b90k,zeroshot_retrieval,flickr8k,"","",pending
EVA01-g-14,laion400m_s11b_b41k,zeroshot_classification,caltech101,"","",pending
EVA01-g-14,laion400m_s11b_b41k,zeroshot_classification,cars,"","",pending
EVA01-g-14,laion400m_s11b_b41k,zeroshot_classification,cifar10,"","",pending
EVA01-g-14,laion400m_s11b_b41k,zeroshot_classification,cifar100,"","",pending
EVA01-g-14,laion400m_s11b_b41k,zeroshot_classification,country211,"","",pending
EVA01-g-14,laion400m_s11b_b41k,zeroshot_classification,dtd,"","",pending
EVA01-g-14,laion400m_s11b_b41k,zeroshot_classification,eurosat,"","",pending
EVA01-g-14,laion400m_s11b_b41k,zeroshot_classification,fer2013,"","",pending
EVA01-g-14,laion400m_s11b_b41k,zeroshot_classification,fgvc_aircraft,"","",pending
EVA01-g-14,laion400m_s11b_b41k,zeroshot_classification,flowers,"","",pending
EVA01-g-14,laion400m_s11b_b41k,zeroshot_classification,food101,"","",pending
EVA01-g-14,laion400m_s11b_b41k,zeroshot_classification,gtsrb,"","",pending
EVA01-g-14,laion400m_s11b_b41k,zeroshot_classification,imagenet-a,"","",pending
EVA01-g-14,laion400m_s11b_b41k,zeroshot_classification,imagenet-r,"","",pending
EVA01-g-14,laion400m_s11b_b41k,zeroshot_classification,imagenet1k,"","",pending
EVA01-g-14,laion400m_s11b_b41k,zeroshot_classification,imagenet_sketch,"","",pending
